iter	Passed	Remaining
622	1550	23343
623	1552	23329
624	1554	23314
625	1556	23306
626	1558	23303
627	1560	23288
628	1562	23275
629	1564	23264
630	1566	23252
631	1567	23238
632	1569	23218
633	1570	23198
634	1571	23183
635	1573	23167
636	1575	23160
637	1577	23144
638	1578	23129
639	1581	23122
640	1582	23106
641	1584	23091
642	1585	23078
643	1587	23065
644	1589	23048
645	1591	23037
646	1592	23020
647	1594	23009
648	1595	22994
649	1597	22984
650	1599	22967
651	1601	22955
652	1603	22953
653	1605	22940
654	1606	22922
655	1608	22908
656	1610	22896
657	1611	22884
658	1613	22868
659	1614	22851
660	1616	22838
661	1618	22825
662	1620	22821
663	1621	22805
664	1623	22786
665	1624	22772
666	1626	22756
667	1627	22741
668	1629	22727
669	1630	22711
670	1632	22695
671	1634	22683
672	1636	22676
673	1637	22662
674	1639	22653
675	1641	22643
676	1643	22638
677	1645	22624
678	1646	22609
679	1648	22594
680	1650	22580
681	1651	22565
682	1653	22554
683	1654	22537
684	1656	22528
685	1658	22516
686	1661	22519
687	1662	22503
688	1664	22492
689	1666	22489
690	1668	22480
691	1669	22461
692	1671	22447
693	1673	22433
694	1674	22417
695	1675	22403
696	1678	22398
697	1680	22389
698	1681	22375
699	1683	22363
700	1684	22345
701	1685	22331
702	1687	22315
703	1688	22299
704	1691	22296
705	1692	22280
706	1693	22266
707	1695	22253
708	1697	22240
709	1698	22225
710	1700	22212
711	1701	22200
712	1703	22187
713	1705	22176
714	1706	22165
715	1708	22152
716	1709	22136
717	1711	22123
718	1712	22109
719	1714	22098
720	1716	22086
721	1717	22073
722	1719	22065
723	1721	22053
724	1722	22042
725	1724	22029
726	1726	22019
727	1727	22006
728	1729	21998
729	1731	21987
730	1732	21974
731	1734	21962
732	1736	21948
733	1737	21934
734	1739	21923
735	1741	21914
736	1742	21904
737	1744	21893
738	1746	21880
739	1747	21871
740	1749	21855
741	1750	21839
742	1751	21821
743	1755	21834
744	1756	21819
745	1757	21802
746	1773	21963
747	1783	22058
748	1784	22040
749	1805	22268
750	1806	22251
751	1808	22245
752	1811	22240
753	1812	22231
754	1814	22217
755	1816	22207
756	1825	22290
757	1828	22300
758	1830	22284
759	1832	22274
760	1834	22267
761	1836	22260
762	1838	22252
763	1839	22237
764	1841	22232
765	1843	22224
766	1845	22214
767	1847	22204
768	1849	22195
769	1851	22188
770	1853	22185
771	1855	22174
772	1857	22169
773	1859	22163
774	1861	22153
775	1862	22142
776	1864	22133
777	1867	22138
778	1869	22123
779	1870	22109
780	1872	22099
781	1873	22084
782	1874	22069
783	1876	22057
784	1878	22048
785	1879	22035
786	1881	22023
787	1883	22020
788	1884	22004
789	1886	21997
790	1888	21984
791	1889	21973
792	1891	21965
793	1893	21954
794	1894	21940
795	1896	21930
796	1898	21921
797	1900	21910
798	1901	21899
799	1903	21886
800	1904	21873
801	1906	21862
802	1908	21857
803	1910	21851
804	1912	21840
805	1913	21828
806	1915	21816
807	1916	21802
808	1918	21790
809	1919	21778
810	1920	21763
811	1923	21766
812	1927	21782
813	1929	21772
814	1930	21756
815	1932	21748
816	1933	21737
817	1935	21725
818	1936	21711
819	1939	21707
820	1940	21695
821	1941	21683
822	1943	21672
823	1945	21660
824	1947	21655
825	1948	21646
826	1950	21636
827	1952	21630
828	1954	21618
829	1956	21610
830	1957	21599
831	1959	21593
832	1960	21578
833	1962	21564
834	1965	21576
835	1967	21562
836	1968	21551
837	1970	21544
838	1972	21533
839	1974	21528
840	1975	21518
841	1977	21511
842	1979	21503
843	1981	21496
844	1983	21484
845	1984	21473
846	1986	21470
847	1988	21457
848	1989	21446
849	1991	21442
850	1993	21431
851	1995	21422
852	1996	21409
853	1998	21398
854	2000	21394
855	2001	21382
856	2003	21373
857	2004	21362
858	2007	21358
859	2008	21350
860	2010	21343
861	2012	21331
862	2014	21323
863	2015	21312
864	2016	21299
865	2018	21287
866	2020	21279
867	2021	21271
868	2023	21258
869	2024	21250
870	2026	21242
871	2028	21234
872	2030	21223
873	2031	21214
874	2033	21205
875	2035	21197
876	2036	21185
877	2037	21173
878	2040	21174
879	2043	21173
880	2045	21169
881	2046	21159
882	2048	21146
883	2049	21135
884	2051	21127
885	2053	21120
886	2055	21114
887	2056	21101
888	2058	21098
889	2060	21089
890	2062	21082
891	2063	21071
892	2065	21066
893	2067	21058
894	2069	21050
895	2070	21040
896	2072	21036
897	2074	21027
898	2075	21015
899	2077	21006
900	2079	20996
901	2080	20989
902	2082	20983
903	2084	20976
904	2086	20964
905	2087	20953
906	2089	20945
907	2090	20937
908	2092	20927
909	2093	20915
910	2095	20908
911	2097	20897
912	2099	20894
913	2101	20886
914	2102	20874
915	2103	20864
916	2105	20853
917	2106	20844
918	2108	20833
919	2109	20821
920	2111	20812
921	2112	20801
922	2114	20792
923	2115	20781
924	2117	20775
925	2119	20768
926	2121	20759
927	2122	20751
928	2124	20743
929	2125	20732
930	2127	20719
931	2128	20707
932	2129	20696
933	2131	20687
934	2132	20675
935	2134	20665
936	2135	20655
937	2138	20658
938	2139	20647
939	2141	20636
940	2142	20626
941	2144	20616
942	2146	20614
943	2147	20605
944	2149	20594
945	2150	20585
946	2152	20573
947	2153	20561
948	2154	20553
949	2156	20545
950	2158	20536
951	2159	20526
952	2161	20517
953	2162	20509
954	2164	20498
955	2165	20488
956	2167	20477
957	2168	20468
958	2170	20457
959	2171	20446
960	2172	20435
961	2174	20430
962	2176	20423
963	2177	20415
964	2179	20405
965	2181	20397
966	2183	20394
967	2184	20385
968	2186	20381
969	2188	20373
970	2189	20362
971	2191	20354
972	2192	20345
973	2195	20342
974	2196	20330
975	2197	20321
976	2200	20320
977	2201	20311
978	2203	20302
979	2204	20294
980	2206	20282
981	2207	20273
982	2208	20262
983	2210	20254
984	2212	20246
985	2213	20236
986	2215	20229
987	2216	20221
988	2218	20213
989	2219	20202
990	2221	20192
991	2222	20180
992	2224	20173
993	2225	20162
994	2227	20158
995	2228	20149
996	2231	20146
997	2232	20138
998	2234	20131
999	2235	20121
1000	2236	20110
1001	2238	20103
1002	2240	20098
1003	2242	20091
1004	2244	20085
1005	2246	20081
1006	2247	20070
1007	2248	20060
1008	2251	20064
1009	2253	20056
1010	2255	20056
1011	2257	20050
1012	2258	20040
1013	2260	20033
1014	2262	20025
1015	2263	20018
1016	2265	20011
1017	2267	20005
1018	2268	19996
1019	2270	19991
1020	2272	19985
1021	2274	19977
1022	2276	19976
1023	2278	19971
1024	2280	19964
1025	2282	19961
1026	2284	19958
1027	2285	19949
1028	2287	19943
1029	2289	19940
1030	2291	19936
1031	2293	19928
1032	2295	19923
1033	2296	19915
1034	2298	19911
1035	2300	19906
1036	2302	19901
1037	2304	19898
1038	2306	19893
1039	2308	19887
1040	2310	19884
1041	2312	19878
1042	2314	19874
1043	2315	19866
1044	2317	19860
1045	2319	19855
1046	2321	19853
1047	2323	19847
1048	2325	19839
1049	2326	19830
1050	2328	19824
1051	2330	19825
1052	2332	19822
1053	2334	19814
1054	2336	19807
1055	2337	19799
1056	2339	19792
1057	2340	19783
1058	2342	19780
1059	2344	19774
1060	2346	19773
1061	2348	19765
1062	2350	19757
1063	2351	19749
1064	2353	19747
1065	2355	19742
1066	2358	19742
1067	2359	19732
1068	2360	19724
1069	2362	19718
1070	2364	19710
1071	2366	19705
1072	2367	19697
1073	2368	19687
1074	2370	19682
1075	2372	19678
1076	2374	19670
1077	2376	19669
1078	2378	19662
1079	2380	19657
1080	2381	19646
1081	2382	19638
1082	2384	19633
1083	2386	19625
1084	2387	19617
1085	2389	19610
1086	2390	19603
1087	2393	19606
1088	2395	19601
1089	2397	19601
1090	2399	19593
1091	2401	19589
1092	2403	19586
1093	2405	19580
1094	2406	19574
1095	2409	19575
1096	2411	19567
1097	2412	19557
1098	2414	19555
1099	2416	19550
1100	2418	19547
1101	2419	19539
1102	2421	19532
1103	2422	19523
1104	2424	19517
1105	2426	19512
1106	2428	19507
1107	2429	19499
1108	2431	19492
1109	2433	19488
1110	2435	19486
1111	2437	19480
1112	2439	19476
1113	2440	19469
1114	2442	19465
1115	2444	19456
1116	2445	19450
1117	2446	19439
1118	2448	19430
1119	2450	19425
1120	2452	19421
1121	2453	19412
1122	2454	19404
1123	2456	19396
1124	2457	19390
1125	2459	19382
1126	2460	19375
1127	2462	19370
1128	2463	19360
1129	2466	19357
1130	2468	19357
1131	2469	19348
1132	2471	19340
1133	2472	19333
1134	2474	19327
1135	2475	19319
1136	2477	19309
1137	2478	19302
1138	2479	19292
1139	2481	19285
1140	2483	19281
1141	2484	19274
1142	2486	19267
1143	2487	19259
1144	2489	19255
1145	2491	19248
1146	2492	19240
1147	2494	19233
1148	2495	19224
1149	2497	19217
1150	2498	19210
1151	2500	19205
1152	2502	19203
1153	2504	19196
1154	2505	19190
1155	2507	19184
1156	2509	19180
1157	2511	19173
1158	2512	19166
1159	2514	19162
1160	2515	19154
1161	2517	19149
1162	2519	19142
1163	2521	19140
1164	2522	19132
1165	2524	19125
1166	2525	19116
1167	2526	19107
1168	2528	19098
1169	2529	19090
1170	2530	19081
1171	2532	19077
1172	2534	19071
1173	2535	19063
1174	2537	19057
1175	2538	19050
1176	2540	19044
1177	2541	19036
1178	2543	19027
1179	2544	19019
1180	2546	19015
1181	2547	19006
1182	2549	18999
1183	2550	18990
1184	2552	18988
1185	2554	18981
1186	2555	18972
1187	2556	18966
1188	2558	18958
1189	2560	18957
1190	2562	18950
1191	2563	18941
1192	2564	18933
1193	2566	18925
1194	2567	18918
1195	2569	18915
1196	2571	18908
1197	2572	18903
1198	2574	18894
1199	2575	18889
1200	2577	18880
1201	2578	18874
1202	2580	18868
1203	2581	18862
1204	2583	18857
1205	2585	18856
1206	2587	18848
1207	2588	18842
1208	2590	18833
1209	2591	18825
1210	2593	18826
1211	2596	18825
1212	2597	18818
1213	2599	18813
1214	2601	18807
1215	2602	18800
1216	2604	18796
1217	2605	18789
1218	2608	18790
1219	2610	18784
1220	2611	18776
1221	2612	18769
1222	2614	18764
1223	2615	18756
1224	2618	18756
1225	2620	18752
1226	2621	18744
1227	2623	18740
1228	2625	18735
1229	2626	18730
1230	2628	18723
1231	2630	18717
1232	2631	18712
1233	2633	18708
1234	2635	18702
1235	2636	18696
1236	2638	18689
1237	2640	18688
1238	2642	18688
1239	2644	18684
1240	2647	18688
1241	2649	18684
1242	2651	18679
1243	2652	18673
1244	2655	18673
1245	2656	18666
1246	2658	18660
1247	2659	18652
1248	2661	18645
1249	2663	18646
1250	2666	18648
1251	2668	18642
1252	2669	18635
1253	2670	18628
1254	2672	18623
1255	2674	18618
1256	2676	18613
1257	2678	18611
1258	2680	18608
1259	2681	18603
1260	2683	18598
1261	2685	18593
1262	2687	18590
1263	2690	18593
1264	2693	18596
1265	2694	18591
1266	2697	18590
1267	2699	18590
1268	2701	18584
1269	2703	18580
1270	2706	18584
1271	2708	18582
1272	2710	18581
1273	2712	18577
1274	2714	18577
1275	2717	18576
1276	2719	18576
1277	2721	18573
1278	2723	18568
1279	2724	18564
1280	2727	18562
1281	2729	18561
1282	2732	18567
1283	2734	18564
1284	2736	18558
1285	2738	18553
1286	2739	18544
1287	2740	18535
1288	2742	18534
1289	2746	18542
1290	2748	18542
1291	2750	18540
1292	2753	18544
1293	2756	18545
1294	2758	18539
1295	2760	18537
1296	2762	18536
1297	2765	18538
1298	2766	18531
1299	2767	18524
1300	2769	18516
1301	2771	18517
1302	2773	18513
1303	2775	18508
1304	2777	18506
1305	2779	18503
1306	2781	18502
1307	2783	18495
1308	2784	18487
1309	2785	18478
1310	2787	18471
1311	2788	18465
1312	2790	18459
1313	2792	18458
1314	2793	18449
1315	2794	18442
1316	2796	18434
1317	2797	18425
1318	2798	18419
1319	2799	18411
1320	2802	18410
1321	2803	18403
1322	2804	18396
1323	2806	18389
1324	2807	18383
1325	2810	18385
1326	2812	18380
1327	2813	18374
1328	2815	18370
1329	2817	18364
1330	2818	18357
1331	2819	18350
1332	2821	18342
1333	2823	18341
1334	2824	18333
1335	2826	18326
1336	2827	18323
1337	2829	18315
1338	2830	18309
1339	2831	18302
1340	2833	18297
1341	2835	18295
1342	2836	18287
1343	2839	18289
1344	2841	18284
1345	2843	18281
1346	2844	18274
1347	2846	18269
1348	2848	18265
1349	2850	18261
1350	2851	18256
1351	2853	18254
1352	2856	18254
1353	2858	18250
1354	2859	18243
1355	2860	18237
1356	2862	18230
1357	2863	18224
1358	2865	18218
1359	2867	18218
1360	2869	18213
1361	2870	18205
1362	2872	18203
1363	2873	18194
1364	2875	18187
1365	2876	18183
1366	2878	18177
1367	2879	18172
1368	2881	18166
1369	2883	18160
1370	2885	18159
1371	2887	18155
1372	2888	18152
1373	2890	18146
1374	2892	18141
1375	2893	18131
1376	2894	18126
1377	2896	18122
1378	2897	18115
1379	2899	18108
1380	2900	18105
1381	2902	18099
1382	2904	18094
1383	2906	18094
1384	2907	18088
1385	2909	18082
1386	2911	18077
1387	2912	18072
1388	2914	18068
1389	2916	18063
1390	2917	18058
1391	2919	18054
1392	2921	18048
1393	2922	18043
1394	2924	18042
1395	2926	18035
1396	2928	18032
1397	2929	18028
1398	2931	18021
1399	2932	18016
1400	2934	18010
1401	2935	18004
1402	2937	18000
1403	2939	17995
1404	2940	17989
1405	2942	17983
1406	2944	17985
1407	2946	17981
1408	2948	17977
1409	2950	17973
1410	2952	17972
1411	2954	17969
1412	2956	17965
1413	2958	17962
1414	2960	17961
1415	2962	17960
1416	2964	17959
1417	2967	17959
1418	2969	17956
1419	2972	17958
1420	2974	17958
1421	2976	17956
1422	2978	17952
1423	2980	17948
1424	2982	17945
1425	2985	17948
1426	2986	17944
1427	2989	17944
1428	2991	17943
1429	2993	17937
1430	2998	17952
1431	3001	17957
1432	3003	17956
1433	3005	17955
1434	3007	17951
1435	3010	17954
1436	3012	17949
1437	3013	17943
1438	3015	17941
1439	3017	17935
1440	3019	17931
1441	3020	17926
1442	3022	17920
1443	3023	17915
1444	3024	17908
1445	3026	17901
1446	3027	17895
1447	3029	17890
1448	3030	17883
1449	3031	17877
1450	3033	17871
1451	3034	17863
1452	3035	17856
1453	3036	17849
1454	3038	17846
1455	3040	17844
1456	3042	17838
1457	3044	17834
1458	3045	17828
1459	3047	17826
1460	3049	17823
1461	3051	17819
1462	3052	17814
1463	3054	17808
1464	3056	17804
1465	3057	17799
1466	3059	17794
1467	3060	17788
1468	3061	17780
1469	3063	17778
1470	3065	17772
1471	3066	17767
1472	3068	17761
1473	3069	17756
1474	3071	17751
1475	3072	17746
1476	3074	17740
1477	3076	17736
1478	3078	17734
1479	3080	17732
1480	3081	17727
1481	3084	17726
1482	3085	17721
1483	3087	17719
1484	3089	17713
1485	3090	17709
1486	3093	17707
1487	3094	17701
1488	3095	17694
1489	3096	17687
1490	3098	17681
1491	3099	17674
1492	3100	17667
1493	3101	17660
1494	3104	17659
1495	3105	17655
1496	3107	17648
1497	3108	17641
1498	3110	17637
1499	3111	17632
1500	3112	17626
1501	3114	17623
1502	3116	17619
1503	3118	17615
1504	3120	17612
1505	3121	17606
1506	3123	17601
1507	3124	17594
1508	3126	17591
1509	3127	17585
1510	3129	17579
1511	3131	17578
1512	3133	17576
1513	3135	17572
1514	3137	17570
1515	3139	17568
1516	3142	17574
1517	3145	17575
1518	3147	17575
1519	3149	17572
1520	3152	17574
1521	3155	17574
1522	3157	17574
1523	3161	17584
1524	3163	17581
1525	3166	17582
1526	3168	17582
1527	3171	17587
1528	3173	17584
1529	3176	17584
1530	3178	17582
1531	3180	17580
1532	3182	17579
1533	3185	17581
1534	3187	17577
1535	3190	17578
1536	3192	17580
1537	3195	17580
1538	3197	17578
1539	3199	17574
1540	3201	17572
1541	3203	17568
1542	3205	17570
1543	3208	17572
1544	3210	17568
1545	3212	17564
1546	3214	17563
1547	3217	17565
1548	3218	17560
1549	3220	17555
1550	3221	17550
1551	3224	17551
1552	3225	17545
1553	3227	17541
1554	3229	17536
1555	3230	17533
1556	3232	17529
1557	3234	17523
1558	3235	17518
1559	3237	17513
1560	3238	17507
1561	3240	17506
1562	3242	17502
1563	3244	17501
1564	3246	17496
1565	3247	17491
1566	3249	17485
1567	3250	17479
1568	3252	17474
1569	3253	17468
1570	3255	17467
1571	3257	17463
1572	3258	17457
1573	3260	17455
1574	3262	17449
1575	3264	17447
1576	3266	17447
1577	3267	17440
1578	3269	17434
1579	3270	17429
1580	3272	17428
1581	3275	17426
1582	3276	17424
1583	3279	17424
1584	3281	17420
1585	3282	17414
1586	3284	17409
1587	3285	17402
1588	3287	17399
1589	3288	17395
1590	3291	17394
1591	3292	17390
1592	3294	17386
1593	3296	17383
1594	3298	17380
1595	3299	17376
1596	3301	17370
1597	3303	17371
1598	3305	17364
1599	3307	17362
1600	3308	17356
1601	3310	17351
1602	3311	17347
1603	3313	17342
1604	3314	17336
1605	3316	17334
1606	3318	17330
1607	3319	17325
1608	3321	17319
1609	3322	17315
1610	3324	17310
1611	3326	17311
1612	3328	17307
1613	3329	17301
1614	3331	17297
1615	3333	17293
1616	3334	17288
1617	3336	17283
1618	3337	17278
1619	3339	17274
1620	3340	17269
1621	3342	17263
1622	3344	17262
1623	3346	17257
1624	3347	17253
1625	3350	17254
1626	3352	17250
1627	3354	17252
1628	3356	17248
1629	3358	17243
1630	3359	17239
1631	3361	17235
1632	3363	17234
1633	3364	17228
1634	3366	17224
1635	3368	17222
1636	3370	17217
1637	3371	17213
1638	3373	17208
1639	3376	17210
1640	3377	17205
1641	3379	17200
1642	3381	17200
1643	3384	17200
1644	3385	17196
1645	3387	17191
1646	3389	17188
1647	3391	17187
1648	3392	17181
1649	3394	17179
1650	3396	17174
1651	3398	17176
1652	3400	17172
1653	3402	17170
1654	3404	17164
1655	3406	17161
1656	3407	17158
1657	3409	17155
1658	3411	17149
1659	3412	17142
1660	3414	17141
1661	3415	17135
1662	3417	17131
1663	3419	17131
1664	3422	17135
1665	3425	17137
1666	3428	17136
1667	3430	17133
1668	3432	17134
1669	3435	17135
1670	3437	17133
1671	3439	17133
1672	3441	17129
1673	3443	17126
1674	3445	17123
1675	3448	17127
1676	3450	17126
1677	3452	17122
1678	3455	17122
1679	3456	17119
1680	3459	17118
1681	3461	17116
1682	3463	17117
1683	3466	17118
1684	3469	17120
1685	3471	17120
1686	3474	17120
1687	3476	17118
1688	3478	17114
1689	3481	17118
1690	3483	17115
1691	3485	17112
1692	3487	17114
1693	3489	17111
1694	3491	17109
1695	3494	17110
1696	3497	17114
1697	3499	17111
1698	3501	17108
1699	3504	17109
1700	3506	17109
1701	3509	17110
1702	3511	17107
1703	3512	17102
1704	3514	17096
