iter	Passed	Remaining
1705	3516	17095
1706	3518	17092
1707	3520	17089
1708	3522	17091
1709	3524	17086
1710	3527	17089
1711	3530	17090
1712	3531	17086
1713	3533	17083
1714	3535	17078
1715	3536	17073
1716	3538	17068
1717	3540	17065
1718	3541	17061
1719	3542	17055
1720	3545	17054
1721	3546	17049
1722	3548	17046
1723	3549	17041
1724	3551	17036
1725	3552	17031
1726	3554	17028
1727	3556	17024
1728	3558	17020
1729	3560	17019
1730	3561	17014
1731	3563	17010
1732	3565	17006
1733	3566	17002
1734	3568	16999
1735	3570	16998
1736	3572	16996
1737	3574	16993
1738	3576	16990
1739	3577	16985
1740	3579	16979
1741	3580	16975
1742	3582	16973
1743	3585	16974
1744	3587	16971
1745	3589	16967
1746	3591	16965
1747	3593	16963
1748	3594	16958
1749	3596	16954
1750	3598	16950
1751	3600	16949
1752	3601	16945
1753	3603	16942
1754	3605	16937
1755	3606	16932
1756	3608	16927
1757	3609	16922
1758	3611	16918
1759	3612	16914
1760	3617	16924
1761	3618	16919
1762	3620	16916
1763	3622	16912
1764	3624	16908
1765	3625	16903
1766	3627	16899
1767	3629	16899
1768	3631	16898
1769	3644	16943
1770	3645	16940
1771	3647	16938
1772	3650	16937
1773	3652	16935
1774	3658	16954
1775	3660	16950
1776	3662	16945
1777	3665	16952
1778	3667	16949
1779	3670	16948
1780	3673	16950
1781	3676	16956
1782	3679	16955
1783	3680	16951
1784	3682	16947
1785	3685	16948
1786	3686	16943
1787	3688	16941
1788	3690	16936
1789	3692	16934
1790	3693	16929
1791	3694	16924
1792	3697	16923
1793	3701	16931
1794	3702	16926
1795	3704	16922
1796	3708	16928
1797	3710	16924
1798	3711	16919
1799	3713	16914
1800	3715	16912
1801	3724	16943
1802	3728	16948
1803	3730	16947
1804	3732	16948
1805	3735	16949
1806	3737	16946
1807	3740	16945
1808	3741	16942
1809	3744	16943
1810	3746	16940
1811	3748	16938
1812	3750	16935
1813	3752	16931
1814	3754	16930
1815	3757	16931
1816	3759	16931
1817	3761	16926
1818	3764	16930
1819	3766	16929
1820	3768	16925
1821	3771	16926
1822	3773	16926
1823	3776	16929
1824	3778	16926
1825	3780	16925
1826	3783	16925
1827	3785	16922
1828	3787	16922
1829	3790	16922
1830	3792	16918
1831	3795	16922
1832	3797	16922
1833	3799	16917
1834	3802	16920
1835	3804	16918
1836	3806	16915
1837	3808	16911
1838	3810	16907
1839	3811	16904
1840	3813	16902
1841	3816	16903
1842	3818	16899
1843	3820	16897
1844	3822	16894
1845	3824	16891
1846	3825	16886
1847	3827	16884
1848	3829	16879
1849	3830	16873
1850	3832	16870
1851	3833	16865
1852	3834	16861
1853	3836	16857
1854	3838	16855
1855	3840	16850
1856	3841	16845
1857	3842	16840
1858	3850	16861
1859	3851	16856
1860	3853	16852
1861	3854	16848
1862	3856	16843
1863	3857	16837
1864	3859	16833
1865	3860	16829
1866	3862	16824
1867	3863	16818
1868	3864	16813
1869	3866	16808
1870	3867	16803
1871	3868	16797
1872	3869	16791
1873	3871	16787
1874	3873	16783
1875	3874	16778
1876	3876	16775
1877	3878	16772
1878	3880	16772
1879	3882	16766
1880	3883	16761
1881	3884	16756
1882	3886	16752
1883	3888	16749
1884	3889	16745
1885	3892	16745
1886	3893	16740
1887	3894	16734
1888	3896	16732
1889	3899	16732
1890	3902	16732
1891	3903	16729
1892	3905	16724
1893	3906	16721
1894	3908	16716
1895	3909	16712
1896	3911	16707
1897	3913	16704
1898	3917	16713
1899	3920	16713
1900	3922	16710
1901	3923	16705
1902	3925	16704
1903	3927	16699
1904	3929	16695
1905	3931	16694
1906	3932	16689
1907	3934	16687
1908	3936	16683
1909	3937	16679
1910	3939	16675
1911	3941	16672
1912	3943	16670
1913	3945	16668
1914	3946	16663
1915	3948	16659
1916	3950	16655
1917	3952	16654
1918	3954	16650
1919	3955	16645
1920	3957	16645
1921	3959	16641
1922	3961	16639
1923	3963	16636
1924	3965	16634
1925	3968	16635
1926	3970	16632
1927	3971	16627
1928	3972	16622
1929	3973	16616
1930	3975	16612
1931	3977	16608
1932	3978	16602
1933	3979	16597
1934	3980	16591
1935	3981	16585
1936	3983	16581
1937	3985	16578
1938	3986	16573
1939	3988	16569
1940	3989	16563
1941	3990	16558
1942	3992	16554
1943	3993	16549
1944	3994	16544
1945	3996	16540
1946	3997	16535
1947	3999	16531
1948	4000	16526
1949	4002	16522
1950	4003	16517
1951	4006	16517
1952	4008	16515
1953	4010	16512
1954	4012	16513
1955	4013	16507
1956	4015	16504
1957	4017	16500
1958	4019	16497
1959	4021	16496
1960	4023	16493
1961	4024	16488
1962	4026	16483
1963	4027	16478
1964	4028	16473
1965	4030	16468
1966	4031	16465
1967	4033	16461
1968	4035	16458
1969	4036	16454
1970	4038	16450
1971	4040	16447
1972	4042	16447
1973	4045	16448
1974	4047	16447
1975	4049	16445
1976	4053	16448
1977	4056	16450
1978	4058	16448
1979	4060	16448
1980	4062	16446
1981	4065	16445
1982	4068	16449
1983	4070	16445
1984	4073	16448
1985	4076	16448
1986	4078	16446
1987	4079	16443
1988	4082	16441
1989	4085	16443
1990	4086	16440
1991	4089	16438
1992	4091	16435
1993	4093	16435
1994	4095	16432
1995	4098	16433
1996	4100	16431
1997	4102	16429
1998	4104	16427
1999	4107	16428
2000	4109	16428
2001	4111	16425
2002	4113	16424
2003	4116	16424
2004	4118	16423
2005	4121	16422
2006	4122	16418
2007	4124	16416
2008	4128	16422
2009	4132	16427
2010	4134	16424
2011	4135	16420
2012	4138	16418
2013	4141	16423
2014	4144	16425
2015	4147	16426
2016	4150	16426
2017	4152	16426
2018	4155	16424
2019	4157	16423
2020	4159	16423
2021	4162	16423
2022	4164	16422
2023	4166	16420
2024	4169	16422
2025	4172	16420
2026	4174	16419
2027	4177	16420
2028	4179	16420
2029	4182	16421
2030	4185	16420
2031	4186	16417
2032	4188	16414
2033	4191	16414
2034	4193	16413
2035	4195	16412
2036	4199	16415
2037	4201	16415
2038	4204	16414
2039	4206	16414
2040	4208	16412
2041	4210	16409
2042	4213	16409
2043	4215	16406
2044	4216	16402
2045	4218	16399
2046	4220	16395
2047	4221	16392
2048	4223	16388
2049	4225	16386
2050	4226	16381
2051	4228	16376
2052	4229	16372
2053	4231	16370
2054	4234	16371
2055	4235	16366
2056	4237	16362
2057	4248	16396
2058	4249	16391
2059	4251	16385
2060	4253	16382
2061	4254	16379
2062	4256	16374
2063	4257	16370
2064	4259	16369
2065	4261	16364
2066	4265	16372
2067	4269	16374
2068	4271	16373
2069	4272	16369
2070	4275	16369
2071	4278	16370
2072	4280	16367
2073	4283	16370
2074	4285	16367
2075	4286	16362
2076	4288	16358
2077	4289	16354
2078	4294	16361
2079	4296	16359
2080	4300	16363
2081	4301	16359
2082	4302	16354
2083	4304	16349
2084	4305	16344
2085	4306	16339
2086	4308	16337
2087	4310	16332
2088	4311	16327
2089	4313	16324
2090	4315	16321
2091	4317	16321
2092	4318	16316
2093	4320	16312
2094	4321	16307
2095	4324	16305
2096	4326	16305
2097	4327	16300
2098	4329	16298
2099	4331	16294
2100	4334	16294
2101	4335	16290
2102	4337	16286
2103	4338	16282
2104	4340	16280
2105	4342	16275
2106	4343	16272
2107	4345	16268
2108	4346	16263
2109	4348	16259
2110	4349	16255
2111	4352	16254
2112	4353	16249
2113	4354	16245
2114	4357	16244
2115	4360	16245
2116	4362	16242
2117	4363	16239
2118	4365	16235
2119	4367	16233
2120	4368	16229
2121	4370	16226
2122	4372	16223
2123	4374	16219
2124	4375	16216
2125	4378	16214
2126	4379	16211
2127	4382	16211
2128	4384	16209
2129	4387	16211
2130	4390	16211
2131	4393	16212
2132	4395	16210
2133	4396	16206
2134	4399	16206
2135	4402	16207
2136	4404	16207
2137	4407	16206
2138	4409	16204
2139	4411	16203
2140	4413	16200
2141	4415	16198
2142	4417	16196
2143	4420	16196
2144	4422	16194
2145	4424	16192
2146	4426	16190
2147	4429	16190
2148	4430	16187
2149	4433	16188
2150	4440	16204
2151	4445	16210
2152	4448	16212
2153	4452	16217
2154	4454	16216
2155	4456	16214
2156	4459	16214
2157	4461	16212
2158	4464	16212
2159	4468	16217
2160	4470	16217
2161	4473	16216
2162	4475	16216
2163	4479	16218
2164	4486	16236
2165	4529	16381
2166	4531	16379
2167	4533	16377
2168	4535	16375
2169	4546	16404
2170	4548	16404
2171	4550	16401
2172	4552	16399
2173	4558	16408
2174	4559	16404
2175	4562	16403
2176	4570	16425
2177	4582	16457
2178	4585	16459
2179	4589	16463
2180	4592	16463
2181	4593	16459
2182	4595	16456
2183	4599	16460
2184	4601	16456
2185	4604	16459
2186	4607	16460
2187	4609	16456
2188	4611	16456
2189	4613	16452
2190	4615	16451
2191	4617	16447
2192	4618	16443
2193	4621	16441
2194	4623	16440
2195	4625	16437
2196	4628	16440
2197	4632	16443
2198	4634	16441
2199	4638	16444
2200	4640	16443
2201	4644	16447
2202	4647	16448
2203	4649	16445
2204	4650	16440
2205	4652	16438
2206	4654	16436
2207	4656	16433
2208	4664	16451
2209	4665	16446
2210	4668	16444
2211	4669	16440
2212	4673	16443
2213	4674	16440
2214	4677	16439
2215	4681	16443
2216	4682	16439
2217	4684	16434
2218	4685	16429
2219	4707	16495
2220	4708	16492
2221	4710	16488
2222	4712	16485
2223	4713	16481
2224	4715	16476
2225	4716	16470
2226	4717	16466
2227	4721	16468
2228	4723	16466
2229	4724	16463
2230	4726	16458
2231	4728	16455
2232	4730	16453
2233	4731	16448
2234	4733	16444
2235	4736	16445
2236	4738	16444
2237	4742	16448
2238	4744	16444
2239	4745	16440
2240	4748	16442
2241	4751	16440
2242	4752	16435
2243	4753	16430
2244	4755	16428
2245	4757	16425
2246	4759	16420
2247	4761	16418
2248	4762	16414
2249	4764	16410
2250	4766	16409
2251	4768	16404
2252	4769	16400
2253	4771	16396
2254	4772	16393
2255	4775	16391
2256	4777	16388
2257	4779	16386
2258	4780	16382
2259	4782	16379
2260	4784	16376
2261	4785	16371
2262	4788	16370
2263	4790	16368
2264	4793	16368
2265	4794	16364
2266	4797	16364
2267	4799	16362
2268	4800	16357
2269	4802	16354
2270	4804	16352
2271	4807	16351
2272	4809	16349
2273	4810	16345
2274	4812	16342
2275	4815	16340
2276	4817	16339
2277	4819	16336
2278	4821	16335
2279	4823	16332
2280	4825	16330
2281	4828	16329
2282	4830	16327
2283	4832	16323
2284	4833	16320
2285	4836	16319
2286	4838	16317
2287	4840	16315
2288	4842	16313
2289	4844	16309
2290	4847	16309
2291	4849	16308
2292	4851	16304
2293	4852	16299
2294	4853	16295
2295	4855	16291
2296	4856	16287
2297	4859	16286
2298	4860	16281
2299	4862	16277
2300	4863	16274
2301	4865	16271
2302	4867	16266
2303	4868	16260
2304	4870	16259
2305	4871	16254
2306	4873	16252
2307	4875	16248
2308	4876	16244
2309	4879	16242
2310	4880	16238
2311	4882	16234
2312	4883	16230
2313	4885	16227
2314	4887	16224
2315	4889	16221
2316	4890	16217
2317	4892	16212
2318	4893	16208
2319	4895	16205
2320	4896	16200
2321	4897	16195
2322	4899	16192
2323	4901	16189
2324	4903	16185
2325	4904	16182
2326	4906	16179
2327	4908	16175
2328	4910	16172
2329	4912	16169
2330	4913	16165
2331	4914	16160
2332	4916	16157
2333	4918	16155
2334	4921	16155
2335	4923	16152
2336	4925	16149
2337	4926	16145
2338	4928	16143
2339	4930	16140
2340	4932	16138
2341	4934	16136
2342	4937	16136
2343	4939	16133
2344	4941	16129
2345	4942	16126
2346	4944	16121
2347	4945	16116
2348	4947	16114
2349	4949	16112
2350	4951	16110
2351	4953	16107
2352	4954	16101
2353	4955	16097
2354	4957	16092
2355	4958	16087
2356	4959	16082
2357	4960	16077
2358	4962	16073
2359	4963	16069
2360	4965	16065
2361	4966	16061
2362	4968	16057
2363	4969	16052
2364	4972	16051
2365	4973	16047
2366	4975	16045
2367	5001	16121
2368	5005	16123
2369	5006	16118
2370	5008	16115
2371	5011	16115
2372	5013	16113
2373	5015	16111
2374	5017	16109
2375	5020	16111
2376	5022	16107
2377	5024	16104
2378	5025	16099
2379	5028	16098
2380	5030	16098
2381	5032	16094
2382	5036	16098
2383	5038	16096
2384	5040	16093
2385	5043	16094
2386	5045	16093
2387	5048	16091
2388	5051	16093
2389	5055	16097
2390	5057	16095
2391	5059	16093
2392	5061	16091
2393	5064	16089
2394	5066	16087
2395	5083	16133
2396	5088	16138
2397	5090	16136
2398	5094	16141
2399	5097	16142
2400	5102	16150
2401	5108	16159
2402	5110	16157
2403	5122	16186
2404	5124	16184
2405	5128	16186
2406	5133	16193
2407	5138	16202
2408	5142	16206
2409	5146	16209
2410	5151	16216
2411	5154	16216
2412	5159	16221
2413	5162	16222
2414	5164	16220
2415	5168	16223
2416	5170	16221
2417	5172	16218
2418	5174	16216
2419	5176	16214
2420	5178	16210
2421	5180	16208
2422	5182	16206
2423	5184	16203
2424	5186	16201
2425	5188	16199
2426	5190	16196
2427	5193	16195
2428	5194	16192
2429	5196	16188
2430	5198	16184
2431	5200	16181
2432	5201	16178
2433	5203	16174
2434	5205	16172
2435	5207	16169
2436	5209	16167
2437	5211	16164
2438	5213	16163
2439	5215	16159
2440	5218	16158
2441	5220	16156
2442	5222	16155
2443	5226	16157
2444	5228	16156
2445	5230	16154
2446	5233	16153
2447	5235	16151
2448	5236	16146
2449	5239	16145
2450	5241	16143
2451	5244	16144
2452	5246	16141
2453	5249	16142
2454	5251	16140
2455	5253	16136
2456	5254	16132
2457	5256	16129
2458	5258	16125
2459	5260	16122
2460	5288	16199
2461	5289	16194
2462	5290	16189
2463	5293	16188
2464	5294	16184
2465	5295	16180
2466	5297	16175
2467	5299	16172
2468	5300	16166
2469	5301	16162
2470	5303	16158
2471	5305	16157
2472	5307	16153
2473	5308	16149
2474	5309	16144
2475	5311	16140
2476	5314	16139
2477	5315	16135
2478	5316	16130
2479	5318	16127
2480	5319	16122
2481	5321	16118
2482	5323	16114
2483	5324	16110
2484	5325	16106
2485	5327	16102
2486	5330	16102
2487	5331	16097
2488	5333	16094
2489	5334	16089
2490	5335	16084
2491	5338	16083
2492	5340	16080
2493	5342	16077
2494	5343	16073
2495	5345	16070
2496	5347	16067
2497	5348	16064
2498	5350	16060
2499	5354	16062
2500	5355	16059
2501	5358	16057
2502	5359	16052
2503	5361	16050
2504	5363	16047
2505	5364	16043
2506	5366	16039
2507	5368	16036
2508	5370	16033
2509	5372	16030
2510	5373	16027
2511	5374	16022
2512	5376	16017
2513	5378	16014
2514	5379	16010
2515	5381	16006
2516	5382	16002
2517	5384	16000
2518	5386	15997
2519	5387	15992
2520	5389	15988
2521	5390	15984
2522	5393	15983
2523	5395	15980
2524	5397	15977
2525	5398	15973
2526	5400	15969
2527	5401	15966
2528	5404	15964
2529	5406	15961
2530	5407	15958
2531	5409	15956
2532	5412	15955
2533	5414	15952
2534	5416	15949
2535	5418	15947
2536	5420	15944
2537	5422	15943
2538	5425	15944
2539	5427	15941
2540	5430	15940
2541	5433	15940
2542	5435	15937
2543	5436	15934
2544	5439	15933
2545	5471	16020
2546	5474	16018
2547	5476	16015
2548	5486	16038
2549	5489	16037
2550	5491	16035
2551	5493	16033
2552	5495	16031
2553	5497	16027
2554	5500	16029
2555	5503	16028
2556	5506	16027
2557	5508	16025
2558	5509	16020
2559	5511	16016
2560	5512	16012
2561	5514	16009
2562	5516	16006
2563	5517	16002
2564	5519	15999
2565	5521	15995
2566	5523	15995
2567	5525	15992
2568	5527	15987
2569	5528	15983
2570	5529	15978
2571	5531	15975
2572	5533	15972
2573	5535	15968
2574	5549	16002
2575	5551	15999
2576	5553	15996
2577	5554	15991
2578	5556	15989
2579	5558	15985
2580	5560	15982
2581	5562	15980
2582	5564	15977
2583	5566	15975
2584	5568	15973
2585	5570	15969
2586	5571	15966
2587	5573	15962
2588	5574	15958
2589	5576	15953
2590	5577	15947
2591	5578	15942
2592	5579	15938
2593	5582	15938
2594	5585	15937
2595	5590	15944
2596	5593	15945
2597	5596	15943
2598	5601	15952
2599	5603	15948
2600	5605	15945
2601	5606	15941
2602	5608	15937
2603	5609	15933
2604	5611	15928
2605	5613	15927
2606	5615	15923
2607	5622	15935
2608	5623	15931
2609	5625	15928
2610	5627	15924
2611	5628	15920
2612	5630	15916
2613	5631	15912
2614	5633	15909
2615	5634	15905
2616	5637	15903
2617	5638	15899
2618	5640	15895
2619	5641	15891
2620	5643	15888
2621	5645	15885
2622	5646	15880
2623	5647	15876
2624	5649	15871
2625	5650	15866
2626	5652	15865
2627	5663	15885
2628	5664	15882
2629	5667	15882
2630	5668	15877
2631	5670	15873
2632	5671	15868
2633	5672	15863
2634	5673	15858
2635	5675	15854
2636	5676	15850
2637	5678	15845
2638	5679	15841
2639	5680	15836
2640	5682	15833
2641	5683	15829
2642	5685	15825
2643	5686	15821
2644	5688	15817
2645	5690	15814
2646	5691	15810
2647	5693	15806
2648	5695	15804
2649	5696	15800
2650	5698	15796
2651	5700	15793
2652	5701	15789
2653	5703	15786
2654	5705	15782
2655	5707	15780
2656	5708	15776
2657	5710	15774
2658	5712	15770
2659	5713	15767
2660	5715	15763
2661	5717	15760
2662	5719	15757
2663	5721	15755
2664	5722	15750
2665	5723	15746
2666	5725	15742
2667	5727	15739
2668	5728	15735
2669	5738	15753
2670	5739	15749
2671	5741	15746
2672	5743	15743
2673	5744	15738
2674	5746	15735
2675	5747	15731
2676	5749	15727
2677	5750	15723
2678	5752	15719
2679	5753	15716
2680	5756	15713
2681	5757	15710
2682	5760	15711
2683	5762	15707
2684	5764	15704
2685	5765	15700
2686	5767	15695
2687	5768	15692
2688	5770	15689
2689	5772	15685
2690	5773	15681
2691	5775	15678
2692	5777	15677
2693	5780	15675
2694	5781	15672
2695	5783	15668
2696	5785	15665
2697	5787	15663
2698	5789	15660
2699	5791	15658
2700	5792	15654
2701	5794	15650
2702	5796	15647
2703	5797	15642
2704	5798	15638
2705	5800	15634
2706	5801	15630
2707	5803	15626
2708	5804	15622
2709	5805	15618
2710	5807	15614
2711	5809	15611
2712	5810	15607
2713	5812	15603
2714	5814	15600
2715	5815	15596
2716	5816	15592
2717	5818	15588
2718	5819	15584
2719	5821	15581
2720	5823	15577
2721	5824	15573
2722	5825	15569
2723	5827	15565
2724	5829	15563
2725	5831	15561
2726	5833	15557
2727	5834	15553
2728	5836	15551
2729	5838	15547
2730	5840	15544
2731	5841	15540
2732	5844	15539
2733	5845	15535
2734	5847	15531
2735	5848	15527
2736	5850	15523
2737	5852	15522
2738	5853	15517
2739	5855	15515
2740	5857	15511
2741	5858	15507
2742	5860	15505
2743	5862	15501
2744	5863	15497
2745	5865	15493
2746	5866	15490
2747	5869	15488
2748	5870	15484
2749	5872	15481
2750	5873	15477
2751	5875	15474
2752	5877	15471
2753	5879	15469
2754	5881	15467
2755	5883	15463
2756	5884	15459
2757	5886	15456
2758	5887	15452
2759	5889	15450
2760	5891	15446
2761	5892	15442
2762	5894	15439
2763	5895	15435
2764	5897	15431
2765	5898	15427
2766	5901	15425
2767	5902	15421
2768	5912	15440
2769	5914	15437
2770	5915	15433
2771	5917	15430
2772	5919	15428
2773	5921	15424
2774	5922	15420
2775	5924	15417
2776	5926	15414
2777	5927	15410
2778	5929	15406
2779	5931	15404
2780	5933	15401
2781	5934	15397
2782	5937	15396
2783	5938	15391
2784	5939	15387
2785	5941	15384
2786	5942	15379
2787	5944	15377
2788	5945	15373
2789	5947	15369
2790	5949	15366
2791	5950	15362
2792	5952	15359
2793	5954	15356
2794	5955	15352
2795	5957	15349
2796	5959	15346
2797	5960	15342
2798	5962	15338
2799	5963	15334
2800	5965	15333
2801	5967	15328
2802	5968	15325
2803	5970	15321
2804	5971	15318
2805	5974	15316
2806	5975	15312
2807	5977	15308
2808	5978	15304
2809	5980	15303
2810	5982	15299
2811	5984	15297
2812	5986	15293
2813	5987	15290
2814	5989	15286
2815	5990	15282
2816	5991	15278
2817	5993	15275
2818	5994	15271
2819	6002	15282
2820	6003	15278
2821	6005	15275
2822	6006	15271
2823	6008	15268
2824	6010	15266
2825	6012	15263
2826	6015	15262
2827	6016	15257
2828	6017	15253
2829	6019	15251
2830	6021	15248
2831	6023	15245
2832	6024	15241
2833	6026	15237
2834	6027	15233
2835	6029	15230
2836	6030	15226
2837	6032	15222
2838	6033	15218
2839	6034	15214
2840	6037	15212
2841	6038	15209
2842	6040	15206
2843	6041	15202
2844	6043	15198
2845	6044	15194
2846	6046	15192
2847	6048	15190
2848	6050	15186
2849	6051	15181
2850	6053	15178
2851	6055	15176
2852	6056	15172
2853	6058	15170
2854	6060	15167
2855	6062	15164
2856	6064	15161
2857	6066	15158
2858	6067	15154
2859	6069	15151
2860	6070	15148
2861	6071	15143
2862	6073	15140
2863	6075	15136
2864	6076	15134
2865	6078	15130
2866	6080	15127
2867	6081	15123
2868	6083	15119
2869	6084	15115
2870	6085	15111
2871	6087	15107
2872	6088	15104
2873	6090	15100
2874	6091	15096
2875	6093	15093
2876	6094	15090
2877	6096	15086
2878	6097	15082
2879	6099	15079
2880	6100	15075
2881	6102	15072
2882	6104	15069
2883	6105	15065
2884	6107	15062
2885	6109	15059
2886	6110	15056
2887	6112	15051
2888	6113	15048
2889	6116	15047
2890	6117	15043
2891	6118	15039
2892	6120	15035
2893	6122	15032
2894	6123	15029
2895	6125	15025
2896	6127	15023
2897	6128	15019
2898	6130	15015
2899	6131	15012
2900	6132	15007
2901	6140	15018
2902	6142	15015
2903	6143	15011
2904	6144	15008
2905	6146	15004
2906	6149	15003
2907	6150	15000
2908	6152	14996
2909	6153	14993
2910	6156	14992
2911	6157	14988
2912	6159	14985
2913	6160	14981
2914	6163	14980
2915	6165	14979
2916	6167	14975
2917	6168	14971
2918	6170	14967
2919	6171	14964
2920	6173	14962
2921	6176	14960
2922	6177	14957
2923	6179	14953
2924	6180	14949
2925	6182	14946
2926	6184	14943
2927	6185	14940
2928	6186	14936
2929	6196	14952
2930	6197	14948
2931	6199	14944
2932	6201	14942
2933	6203	14939
2934	6204	14935
2935	6206	14931
2936	6207	14928
2937	6209	14924
2938	6210	14920
2939	6211	14917
2940	6213	14913
2941	6215	14910
2942	6216	14906
2943	6218	14903
2944	6219	14899
2945	6221	14896
2946	6223	14893
2947	6224	14890
2948	6226	14888
2949	6228	14884
2950	6229	14881
2951	6231	14878
2952	6233	14874
2953	6236	14875
2954	6238	14872
2955	6240	14871
2956	6242	14867
2957	6244	14866
2958	6247	14865
2959	6249	14863
2960	6251	14860
2961	6253	14858
2962	6254	14855
2963	6256	14852
2964	6260	14853
2965	6261	14849
2966	6262	14845
2967	6264	14841
2968	6265	14838
2969	6267	14835
2970	6269	14832
2971	6270	14828
2972	6271	14824
2973	6273	14821
2974	6274	14816
2975	6276	14813
2976	6278	14810
2977	6279	14806
2978	6280	14802
2979	6283	14802
2980	6285	14799
2981	6287	14796
2982	6291	14798
2983	6293	14797
2984	6295	14794
2985	6299	14796
2986	6302	14796
2987	6304	14794
2988	6305	14791
2989	6309	14793
2990	6313	14794
2991	6315	14791
2992	6316	14788
2993	6330	14813
2994	6332	14810
2995	6334	14807
2996	6335	14804
2997	6337	14802
2998	6340	14801
2999	6341	14797
3000	6343	14794
3001	6344	14790
3002	6347	14789
3003	6348	14785
3004	6350	14782
3005	6352	14779
3006	6353	14776
3007	6356	14774
3008	6358	14772
3009	6360	14771
3010	6363	14770
3011	6366	14769
3012	6367	14766
3013	6369	14763
3014	6371	14761
3015	6372	14757
3016	6374	14752
3017	6375	14748
3018	6376	14744
3019	6378	14741
3020	6380	14739
3021	6381	14736
3022	6383	14732
3023	6384	14728
3024	6386	14726
3025	6388	14723
3026	6389	14719
3027	6391	14716
3028	6392	14712
3029	6394	14709
3030	6396	14706
3031	6397	14702
3032	6399	14698
3033	6400	14696
3034	6402	14692
3035	6404	14690
3036	6405	14686
3037	6406	14682
3038	6409	14680
3039	6410	14676
3040	6412	14673
3041	6413	14670
3042	6415	14667
3043	6417	14664
3044	6418	14660
3045	6419	14656
3046	6421	14653
3047	6423	14650
3048	6424	14646
3049	6426	14643
3050	6427	14640
3051	6429	14635
3052	6430	14632
3053	6431	14628
3054	6433	14626
3055	6435	14623
3056	6437	14620
3057	6438	14615
3058	6440	14612
3059	6441	14609
3060	6444	14608
3061	6445	14605
3062	6447	14601
3063	6448	14597
3064	6449	14593
3065	6456	14600
3066	6457	14597
3067	6460	14596
3068	6467	14606
3069	6469	14603
3070	6471	14600
3071	6473	14597
3072	6474	14594
3073	6476	14591
3074	6477	14587
3075	6479	14584
3076	6480	14581
3077	6482	14578
3078	6484	14576
3079	6486	14573
3080	6496	14588
3081	6498	14587
3082	6500	14583
3083	6501	14580
3084	6506	14583
3085	6508	14581
3086	6510	14578
3087	6512	14578
3088	6515	14576
3089	6517	14574
3090	6519	14571
3091	6520	14568
3092	6525	14571
3093	6526	14567
3094	6536	14583
3095	6538	14580
3096	6541	14579
3097	6543	14577
3098	6547	14580
3099	6549	14577
3100	6551	14575
3101	6553	14572
3102	6554	14568
3103	6560	14574
3104	6563	14574
3105	6565	14572
3106	6569	14573
3107	6570	14571
3108	6572	14568
3109	6574	14564
3110	6575	14560
3111	6577	14558
3112	6578	14554
3113	6580	14551
3114	6581	14547
3115	6583	14545
3116	6596	14565
3117	6598	14563
3118	6599	14559
3119	6601	14556
3120	6602	14553
3121	6604	14549
3122	6605	14545
3123	6607	14544
3124	6609	14541
3125	6611	14538
3126	6612	14535
3127	6614	14531
3128	6616	14528
3129	6617	14525
3130	6619	14522
3131	6620	14518
3132	6622	14514
3133	6623	14510
3134	6625	14507
3135	6626	14504
3136	6628	14500
3137	6629	14497
3138	6631	14493
3139	6632	14490
3140	6634	14487
3141	6636	14484
3142	6637	14480
3143	6639	14477
3144	6640	14473
3145	6641	14470
3146	6643	14466
3147	6644	14462
3148	6645	14458
3149	6647	14456
3150	6648	14452
3151	6650	14449
3152	6652	14445
3153	6653	14442
3154	6655	14438
3155	6657	14436
3156	6659	14434
3157	6660	14430
3158	6661	14426
3159	6663	14423
3160	6665	14420
3161	6666	14416
3162	6668	14413
3163	6670	14411
3164	6672	14408
3165	6673	14405
3166	6675	14402
3167	6676	14398
3168	6679	14397
3169	6680	14394
3170	6682	14391
3171	6683	14387
3172	6685	14385
3173	6687	14381
3174	6688	14378
3175	6690	14374
3176	6691	14371
3177	6693	14368
3178	6695	14365
3179	6696	14362
3180	6698	14359
3181	6700	14356
3182	6702	14353
3183	6713	14371
3184	6715	14370
3185	6717	14367
3186	6719	14363
3187	6721	14362
3188	6723	14358
3189	6725	14357
3190	6726	14353
3191	6728	14350
3192	6730	14347
3193	6731	14343
3194	6734	14342
3195	6735	14339
3196	6737	14336
3197	6739	14333
3198	6740	14330
3199	6742	14327
3200	6743	14323
3201	6745	14322
3202	6747	14319
3203	6749	14315
3204	6750	14311
3205	6752	14308
3206	6753	14305
3207	6755	14302
3208	6762	14310
3209	6763	14307
3210	6765	14304
3211	6766	14300
3212	6769	14299
3213	6771	14298
3214	6773	14294
3215	6774	14291
3216	6776	14287
3217	6777	14284
3218	6779	14281
3219	6781	14278
3220	6782	14274
3221	6784	14271
3222	6785	14268
3223	6787	14265
3224	6789	14262
3225	6790	14259
3226	6792	14257
3227	6794	14254
3228	6796	14251
3229	6797	14247
3230	6799	14244
3231	6800	14240
3232	6809	14252
3233	6810	14249
3234	6812	14245
3235	6813	14241
3236	6815	14238
3237	6816	14234
3238	6818	14231
3239	6819	14228
3240	6820	14224
3241	6823	14223
3242	6825	14221
3243	6827	14218
3244	6828	14214
3245	6829	14210
3246	6831	14207
3247	6832	14203
3248	6834	14200
3249	6835	14196
3250	6837	14193
3251	6838	14190
3252	6840	14187
3253	6842	14184
3254	6843	14180
3255	6844	14177
3256	6846	14173
3257	6847	14169
3258	6848	14165
